origin,lien,s_human,p_human,o_human,separation,s_original,p_original,o_original
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode118authoritiesnamesn90616027,created Date,"""1990-03-01T00:00:00""",,_:bnode118authoritiesnamesn90616027,http://purl.org/vocab/changeset/schema#createdDate,"""1990-03-01T00:00:00""^^<http://www.w3.org/2001/XMLSchema#dateTime"
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode118authoritiesnamesn90616027,change Reason,"""new""",,_:bnode118authoritiesnamesn90616027,http://purl.org/vocab/changeset/schema#changeReason,"""new""^^<http://www.w3.org/2001/XMLSchema#string"
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,Henry Carton de Wiart,change Note,_:bnode126authoritiesnamesn90616027 .,,http://id.loc.gov/authorities/names/n90616027,http://www.w3.org/2004/02/skos/core#changeNote,_:bnode126authoritiesnamesn90616027 .
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode126authoritiesnamesn90616027,type,ChangeSet,,_:bnode126authoritiesnamesn90616027,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://purl.org/vocab/changeset/schema#ChangeSet
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode126authoritiesnamesn90616027,subject Of Change,"Carton de Wiart, Henry",,_:bnode126authoritiesnamesn90616027,http://purl.org/vocab/changeset/schema#subjectOfChange,http://id.loc.gov/authorities/names/n90616027
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode126authoritiesnamesn90616027,creator Name,"United States, Library of Congress",,_:bnode126authoritiesnamesn90616027,http://purl.org/vocab/changeset/schema#creatorName,http://id.loc.gov/vocabulary/organizations/dlc
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode126authoritiesnamesn90616027,created Date,"""2012-08-08T08:32:12""",,_:bnode126authoritiesnamesn90616027,http://purl.org/vocab/changeset/schema#createdDate,"""2012-08-08T08:32:12""^^<http://www.w3.org/2001/XMLSchema#dateTime"
Library of Congress,http://id.loc.gov/authorities/names/n90616027.html,_:bnode126authoritiesnamesn90616027,change Reason,"""revised""",,_:bnode126authoritiesnamesn90616027,http://purl.org/vocab/changeset/schema#changeReason,"""revised""^^<http://www.w3.org/2001/XMLSchema#string"
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Cité ardente, par Henry Carton de Wiart...",Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912090j#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,focus,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb120628351,http://xmlns.com/foaf/0.1/focus,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"G. Guyot de Mishaegen,... Le Parti catholique belge",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb322123146#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La fronde de David,"Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb307664440#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La fronde de David,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb307664440#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,J. de Bivort de La Saudée. L'Antireligione comunista,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912104d#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Comte Carton de Wiart. Mes vacances au Brésil. Dessins au trait de N. V. Cambier,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912068c#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart. La Cité Ardente,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912087n#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"G. Guyot de Mishaegen,... Le Parti catholique belge","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb322123146#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les barbares en Belgique,"Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31026151j#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Deuxième congrès international de droit pénal, Bucarest (6-12 octobre 1929) : actes du congrès",Directeur de publication,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb33881467f#Expression,http://data.bnf.fr/vocabulary/roles/r330,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Souvenirs politiques,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb343093860#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,J. de Bivort de La Saudée. L'Antireligion communiste,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31820843s#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,same As,24623115,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://www.w3.org/2002/07/owl#sameAs,http://viaf.org/viaf/24623115
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les cariatides : roman historique,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120869#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les cariatides : roman historique,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120869#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Ce que,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319121063#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,date Of Birth,1869,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://rdvocab.info/ElementsGr2/dateOfBirth,http://data.bnf.fr/date/1869/
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Souvenirs politiques 2,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb34983107j#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,type,Concept,,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Comte Carton de Wiart,... Souvenirs politiques",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120989#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le droit à la joie,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb41630605n#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,same As,foaf:Person,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://www.w3.org/2002/07/owl#sameAs,http://data.bnf.fr/ark:/12148/cb120628351#foaf:Person
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Beernaert et son temps,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120791#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Carton de Wiart (H.). Le Droit à la joie. Parmi les idées et les lettres. Parmi les paysages,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912093k#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Le Cardinal Mercier : archevêque de Malines, 1851-1926",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb32356301t#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Le Cardinal Mercier : archevêque de Malines, 1851-1926","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb32356301t#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Carton de Wiart (H.). Le Droit à la joie. Parmi les idées et les lettres. Parmi les paysages,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912093k#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Beernaert et son temps,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120791#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Belgique, boulevard du droit",Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912081k#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les barbares en Belgique,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31026151j#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,pref Label,"""Henry Carton de Wiart (comte, 1869-1951)""@fr .",,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#prefLabel,"""Henry Carton de Wiart (comte, 1869-1951)""@fr ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,depiction,Henri_Carton_de_Wiart.jpg?width=300,,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/depiction,http://commons.wikimedia.org/wiki/Special:FilePath/Henri_Carton_de_Wiart.jpg?width=300
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Bourrasque 48 : roman historique,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912084m#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Deuxième congrès international de droit pénal, Bucarest (6-12 octobre 1929) : actes du congrès",contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb33881467f#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,created,"""1988-01-06"" .",,http://data.bnf.fr/ark:/12148/cb120628351,http://purl.org/dc/terms/created,"""1988-01-06"" ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Cité ardente,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb354655299#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Les barbares en Belgique,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31026151j#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Deuxième congrès international de droit pénal, Bucarest (6-12 octobre 1929) : actes du congrès",Publishing director,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb33881467f#Expression,http://id.loc.gov/vocabulary/relators/pbd,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,birthday,"""01-31"" .",,http://data.bnf.fr/ark:/12148/cb120628351#about,http://xmlns.com/foaf/0.1/birthday,"""01-31"" ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,first Year,"""1869""",,http://data.bnf.fr/ark:/12148/cb120628351#about,http://data.bnf.fr/ontology/bnf-onto/firstYear,"""1869""^^<http://www.w3.org/2001/XMLSchema#integer"
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. La Vocation d'Olivier Georges Destrée,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319121032#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,[Recueil. Dossiers biographiques Boutillier du Retail. Documentation sur le baron Eugène-Napoléon Beyens],contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb412533356#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Beernaert et son temps,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb35592638m#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Ce que,"Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319121063#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,exact Match,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb120628351,http://www.w3.org/2004/02/skos/core#exactMatch,http://wikidata.org/entity/Q14990
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Durendal,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb32759261t#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le Bon combat... Publ. par Pierre Nothomb,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120838#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,La Belgique en Terre d'asile,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb319120807#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"Albert 1er, le roi chevalier...",Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912078p#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart. La Cité Ardente,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912087n#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,J. de Bivort de La Saudée. L'Antireligion communiste,Préfacier,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31820843s#Expression,http://data.bnf.fr/vocabulary/roles/r550,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Le Miroir de la Belgique,contributor,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb33488447t#Expression,http://purl.org/dc/terms/contributor,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Henry Carton de Wiart,birth,"""1869-01-31"" .",,http://data.bnf.fr/ark:/12148/cb120628351#about,http://vocab.org/bio/0.1/birth,"""1869-01-31"" ."
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Contes hétéroclites. Frontispice par Georges Lemmen,Author,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb30201416f#Expression,http://id.loc.gov/vocabulary/relators/aut,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,Contes hétéroclites. Frontispice par Georges Lemmen,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb30201416f#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,"La Belgique loyale, héroïque et malheureuse","Author of introduction, etc.",Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31849888b#Expression,http://id.loc.gov/vocabulary/relators/aui,http://data.bnf.fr/ark:/12148/cb120628351#about
databnf,http://data.bnf.fr/fr/12062835/henry_carton_de_wiart/,H. Carton de Wiart. Le Bon combat...,Auteur du texte,Henry Carton de Wiart,,http://data.bnf.fr/ark:/12148/cb31912082x#Expression,http://data.bnf.fr/vocabulary/roles/r70,http://data.bnf.fr/ark:/12148/cb120628351#about
